SalesOrderID,Status,ShipDate,SalesMonthYear,OnlineOrderFlag,SalesPersonID,TerritoryID,Group,TotalDue,SubTotal,COGS,Margin,SalesYear,SalesMonth
44521,5,2011-10-08,2011-10,False,276.0,4,North America,29406.5783,26112.205,26122.1932,-9.9882,2011,10
44261,5,2011-09-03,2011-09,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44793,5,2011-11-07,2011-11,False,277.0,3,North America,2401.9502,2133.1707,2124.1472,9.0235,2011,11
44428,5,2011-09-26,2011-09,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44020,5,2011-07-28,2011-07,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,7
43841,5,2011-07-07,2011-07,True,,8,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,7
45094,5,2011-12-10,2011-12,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44370,5,2011-09-16,2011-09,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,9
45106,5,2011-12-13,2011-12,True,,6,North America,3729.364,3374.99,1898.0944,1476.8956,2011,12
44783,5,2011-11-07,2011-11,False,281.0,4,North America,33340.8184,29614.2125,27681.7388,1932.4737,2011,11
44974,5,2011-11-29,2011-11,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44317,5,2011-09-07,2011-09,False,281.0,4,North America,38199.897,33919.0748,33741.9514,177.1234,2011,9
44805,5,2011-11-07,2011-11,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44279,5,2011-09-06,2011-09,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44945,5,2011-11-25,2011-11,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,11
43801,5,2011-06-30,2011-06,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,6
44196,5,2011-08-21,2011-08,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,8
45122,5,2011-12-16,2011-12,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44368,5,2011-09-16,2011-09,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44989,5,2011-12-01,2011-12,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44023,5,2011-07-29,2011-07,True,,6,North America,3729.364,3374.99,1898.0944,1476.8956,2011,7
43805,5,2011-07-01,2011-07,True,,1,North America,772.5036,699.0982,413.1463,285.9519,2011,7
45127,5,2011-12-17,2011-12,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44077,5,2011-08-08,2011-08,False,282.0,6,North America,6872.9758,6105.3293,6085.5188,19.8105,2011,8
44224,5,2011-08-27,2011-08,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44871,5,2011-11-15,2011-11,True,,9,Pacific,3756.989,3399.99,1912.1544,1487.8356,2011,11
43726,5,2011-06-14,2011-06,True,,4,North America,772.5036,699.0982,413.1463,285.9519,2011,6
44054,5,2011-08-05,2011-08,True,,8,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,8
45163,5,2011-12-22,2011-12,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,12
44562,5,2011-10-08,2011-10,False,279.0,5,North America,21668.8078,19237.2798,19180.1943,57.0855,2011,10
44797,5,2011-11-07,2011-11,False,275.0,2,North America,67518.8195,59944.5457,59768.9331,175.61264,2011,11
44013,5,2011-07-27,2011-07,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44197,5,2011-08-22,2011-08,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44681,5,2011-10-26,2011-10,True,,7,Europe,772.5036,699.0982,413.1463,285.9519,2011,10
44027,5,2011-07-30,2011-07,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,7
43953,5,2011-07-15,2011-07,True,,10,Europe,772.5036,699.0982,413.1463,285.9519,2011,7
44527,5,2011-10-08,2011-10,False,282.0,6,North America,6899.6033,6127.782,5735.9884,391.7936,2011,10
43938,5,2011-07-12,2011-07,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44994,5,2011-12-02,2011-12,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
45025,5,2011-12-06,2011-12,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44816,5,2011-11-09,2011-11,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44295,5,2011-09-07,2011-09,False,282.0,6,North America,10668.6138,9475.5306,9456.1563,19.3743,2011,9
44114,5,2011-08-08,2011-08,False,275.0,2,North America,37706.6125,33478.9114,33438.2833,40.6281,2011,8
44909,5,2011-11-21,2011-11,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44905,5,2011-11-21,2011-11,True,,8,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44275,5,2011-09-06,2011-09,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44485,5,2011-10-08,2011-10,False,278.0,6,North America,4560.2864,4049.988,3796.1888,253.7992,2011,10
44374,5,2011-09-17,2011-09,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44546,5,2011-10-08,2011-10,False,276.0,4,North America,1970.036,1749.588,1769.4166,-19.8286,2011,10
44707,5,2011-10-31,2011-10,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,10
45098,5,2011-12-11,2011-12,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44391,5,2011-09-18,2011-09,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44525,5,2011-10-08,2011-10,False,282.0,6,North America,46666.5213,41452.6462,41534.093,-81.4468,2011,10
44938,5,2011-11-25,2011-11,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
43917,5,2011-07-08,2011-07,False,283.0,1,North America,24047.8587,21356.1593,21425.9221,-69.7628,2011,7
43915,5,2011-07-08,2011-07,False,275.0,3,North America,4560.2864,4049.988,3796.1888,253.7992,2011,7
44007,5,2011-07-26,2011-07,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,7
44106,5,2011-08-08,2011-08,False,279.0,5,North America,472.3108,419.4589,413.1463,6.3126,2011,8
44674,5,2011-10-24,2011-10,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,10
43911,5,2011-07-08,2011-07,False,280.0,1,North America,22224.2255,19734.8665,19660.9897,73.8768,2011,7
44644,5,2011-10-20,2011-10,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44051,5,2011-08-04,2011-08,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44093,5,2011-08-08,2011-08,False,277.0,4,North America,12021.9591,10680.7251,10667.157,13.5681,2011,8
44176,5,2011-08-16,2011-08,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,8
45198,5,2011-12-28,2011-12,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44590,5,2011-10-12,2011-10,True,,8,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44631,5,2011-10-18,2011-10,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,10
45184,5,2011-12-25,2011-12,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,12
44262,5,2011-09-03,2011-09,True,,10,Europe,772.5036,699.0982,413.1463,285.9519,2011,9
44085,5,2011-08-08,2011-08,False,282.0,6,North America,23244.6509,20644.2343,20625.8392,18.3951,2011,8
43755,5,2011-06-21,2011-06,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,6
43770,5,2011-06-25,2011-06,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,6
43666,5,2011-06-07,2011-06,False,276.0,4,North America,5694.8564,5056.4896,5060.7271,-4.2375,2011,6
44710,5,2011-11-01,2011-11,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44786,5,2011-11-07,2011-11,False,279.0,5,North America,2645.4188,2342.1149,2022.0259,320.089,2011,11
44571,5,2011-10-08,2011-10,True,,8,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,10
43818,5,2011-07-03,2011-07,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44036,5,2011-07-31,2011-07,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,7
45108,5,2011-12-13,2011-12,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44930,5,2011-11-24,2011-11,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44372,5,2011-09-16,2011-09,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44723,5,2011-11-04,2011-11,True,,8,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,11
44981,5,2011-11-29,2011-11,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44642,5,2011-10-19,2011-10,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,10
44454,5,2011-10-03,2011-10,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44104,5,2011-08-08,2011-08,False,278.0,6,North America,4594.0664,4079.988,3824.3088,255.6792,2011,8
45008,5,2011-12-04,2011-12,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44696,5,2011-10-28,2011-10,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,10
43700,5,2011-06-07,2011-06,True,,4,North America,772.5036,699.0982,413.1463,285.9519,2011,6
44356,5,2011-09-14,2011-09,True,,9,Pacific,3756.989,3399.99,1912.1544,1487.8356,2011,9
44206,5,2011-08-24,2011-08,True,,10,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,8
45221,5,2011-12-31,2011-12,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44203,5,2011-08-23,2011-08,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44455,5,2011-10-03,2011-10,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44078,5,2011-08-08,2011-08,False,283.0,1,North America,31591.9471,28045.3358,26015.1084,2030.2274,2011,8
44799,5,2011-11-07,2011-11,False,279.0,5,North America,45857.3386,40706.7309,37689.6766,3017.0543,2011,11
44324,5,2011-09-08,2011-09,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44386,5,2011-09-18,2011-09,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44899,5,2011-11-19,2011-11,True,,10,Europe,3729.364,3374.99,1898.0944,1476.8956,2011,11
44266,5,2011-09-03,2011-09,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,9
44086,5,2011-08-08,2011-08,False,282.0,6,North America,83091.6136,73761.5266,68006.8689,5754.6577,2011,8
43729,5,2011-06-15,2011-06,True,,10,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,6
44211,5,2011-08-25,2011-08,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44000,5,2011-07-26,2011-07,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44265,5,2011-09-03,2011-09,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,9
43708,5,2011-06-09,2011-06,True,,10,Europe,772.5036,699.0982,413.1463,285.9519,2011,6
43735,5,2011-06-16,2011-06,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,6
44996,5,2011-12-02,2011-12,True,,1,North America,3729.364,3374.99,1898.0944,1476.8956,2011,12
43889,5,2011-07-08,2011-07,False,278.0,6,North America,2344.3852,2082.6748,1961.5432,121.1316,2011,7
44282,5,2011-09-07,2011-09,False,282.0,6,North America,45433.9629,40341.1056,37425.3871,2915.7185,2011,9
45158,5,2011-12-22,2011-12,True,,7,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,12
45037,5,2011-12-07,2011-12,True,,9,Pacific,772.5036,699.0982,413.1463,285.9519,2011,12
45070,5,2011-12-08,2011-12,False,277.0,4,North America,31637.8485,28091.4187,28062.2868,29.1319,2011,12
44659,5,2011-10-21,2011-10,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44885,5,2011-11-18,2011-11,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44140,5,2011-08-09,2011-08,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44181,5,2011-08-16,2011-08,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44053,5,2011-08-05,2011-08,True,,8,Europe,772.5036,699.0982,413.1463,285.9519,2011,8
44567,5,2011-10-08,2011-10,False,281.0,1,North America,52872.0292,46957.8291,44022.2919,2935.5372,2011,10
44175,5,2011-08-15,2011-08,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44604,5,2011-10-14,2011-10,True,,8,Europe,772.5036,699.0982,413.1463,285.9519,2011,10
43975,5,2011-07-19,2011-07,True,,8,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44967,5,2011-11-28,2011-11,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44465,5,2011-10-05,2011-10,True,,1,North America,772.5036,699.0982,413.1463,285.9519,2011,10
44939,5,2011-11-25,2011-11,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
43909,5,2011-07-08,2011-07,False,283.0,1,North America,28723.5473,25493.3215,23506.9009,1986.4206,2011,7
44484,5,2011-10-08,2011-10,False,282.0,6,North America,9215.6816,8184.876,7658.3317,526.5443,2011,10
44014,5,2011-07-28,2011-07,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44833,5,2011-11-11,2011-11,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44507,5,2011-10-08,2011-10,False,279.0,5,North America,44212.6089,39244.3122,36281.017,2963.2952,2011,10
44626,5,2011-10-17,2011-10,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44098,5,2011-08-08,2011-08,False,279.0,5,North America,18431.4595,16369.1545,15315.7138,1053.4407,2011,8
44218,5,2011-08-26,2011-08,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44168,5,2011-08-14,2011-08,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44129,5,2011-08-08,2011-08,False,275.0,2,North America,62725.3407,55699.8037,55846.2047,-146.401,2011,8
45010,5,2011-12-04,2011-12,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44090,5,2011-08-08,2011-08,False,277.0,4,North America,7487.8626,6654.7023,6645.0162,9.6861,2011,8
43930,5,2011-07-11,2011-07,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,7
44811,5,2011-11-08,2011-11,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44791,5,2011-11-07,2011-11,False,277.0,4,North America,16323.4531,14494.3943,14427.8893,66.505,2011,11
45185,5,2011-12-25,2011-12,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44692,5,2011-10-28,2011-10,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,10
43916,5,2011-07-08,2011-07,False,276.0,3,North America,44423.5959,39450.7884,36809.3796,2641.4088,2011,7
44686,5,2011-10-27,2011-10,True,,10,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,10
44187,5,2011-08-19,2011-08,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,8
43659,5,2011-06-07,2011-06,False,279.0,5,North America,23153.2339,20565.6206,19258.041,1307.5796,2011,6
44045,5,2011-08-02,2011-08,True,,7,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,8
43699,5,2011-06-07,2011-06,True,,1,North America,3756.989,3399.99,1912.1544,1487.8356,2011,6
44400,5,2011-09-20,2011-09,True,,4,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,9
44889,5,2011-11-19,2011-11,True,,10,Europe,3729.364,3374.99,1898.0944,1476.8956,2011,11
44715,5,2011-11-02,2011-11,True,,6,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,11
44112,5,2011-08-08,2011-08,False,278.0,6,North America,36532.9619,32444.904,30411.6904,2033.2136,2011,8
44616,5,2011-10-15,2011-10,True,,1,North America,3953.9884,3578.27,2171.2942,1406.9758,2011,10
45214,5,2011-12-30,2011-12,True,,7,Europe,3953.9884,3578.27,2171.2942,1406.9758,2011,12
44301,5,2011-09-07,2011-09,False,281.0,4,North America,33197.1756,29479.3877,29622.8691,-143.4814,2011,9
45088,5,2011-12-10,2011-12,True,,10,Europe,3756.989,3399.99,1912.1544,1487.8356,2011,12
43874,5,2011-07-08,2011-07,False,277.0,3,North America,472.3108,419.4589,413.1463,6.3126,2011,7
44589,5,2011-10-11,2011-10,True,,9,Pacific,3756.989,3399.99,1912.1544,1487.8356,2011,10
44209,5,2011-08-24,2011-08,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,8
44862,5,2011-11-14,2011-11,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,11
43727,5,2011-06-14,2011-06,True,,9,Pacific,3953.9884,3578.27,2171.2942,1406.9758,2011,6
44910,5,2011-11-21,2011-11,True,,4,North America,3756.989,3399.99,1912.1544,1487.8356,2011,11
44100,5,2011-08-08,2011-08,False,281.0,1,North America,91512.8507,81164.2329,76373.6008,4790.632076,2011,8
